idadmin1,idadmin2,admin1,admin2,year,age_group,reported_cases,pop,incidence_rate
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2019,75+,18,31728,56.73222390317701
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,0-4,161,184826,87.10895653208965
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,5-9,264,190257,138.75967769911225
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,10-14,389,191448,203.18833312439932
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,15-19,368,191451,192.2162851068942
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,20-44,960,1018374,94.26792121558485
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,45-54,133,321632,41.351606805293
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,55-64,88,208958,42.113726203351874
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,65-74,31,94179,32.91604285456418
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2020,75+,12,33386,35.943209728628766
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,0-4,138,183270,75.29873956457685
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,5-9,180,191115,94.18412997409936
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,10-14,230,194307,118.36938453066539
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,15-19,176,189904,92.67840593141798
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,20-44,499,1006269,49.589125770544456
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,45-54,75,331234,22.642603114414584
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,55-64,44,218521,20.135364564504098
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,65-74,13,98997,13.131711061951373
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2021,75+,4,35044,11.41422212076247
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,0-4,420,181715,231.13116693723686
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,5-9,536,191974,279.20447560607164
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,10-14,601,197166,304.8192893298033
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,15-19,435,188358,230.9432038989584
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,20-44,1265,994163,127.24271573172608
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,45-54,187,340836,54.86509641000364
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,55-64,100,228085,43.84330403139181
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,65-74,44,103815,42.383085295959155
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2022,75+,15,36703,40.86859384791434
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,0-4,359,180159,199.2684240032416
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,5-9,284,192832,147.27846000663789
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,10-14,317,200025,158.48018997625297
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,15-19,263,186811,140.78400094212867
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,20-44,727,982057,74.02828960029815
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,45-54,127,350438,36.240362061191995
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,55-64,86,237648,36.18797549316636
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,65-74,38,108632,34.980484571765224
31,3174,DKI JAKARTA,KOTA JAKARTA BARAT,2023,75+,9,38361,23.46132791115977
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,0-4,334,144796,230.6693555070582
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,5-9,239,140074,170.62409869069208
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,10-14,147,134235,109.50944239579842
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,15-19,118,141686,83.2827520009034
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,20-44,392,768011,51.04093561159931
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,45-54,83,208416,39.8241977583295
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,55-64,47,128424,36.59752071263938
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,65-74,28,56850,49.252418645558485
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2017,75+,7,18749,37.3353245506427
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,0-4,165,144464,114.2153062354635
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,5-9,146,141133,103.44852019017522
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,10-14,149,136475,109.17750503755266
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,15-19,108,141019,76.58542465908849
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,20-44,371,760931,48.756063296146436
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,45-54,67,215027,31.15887772233254
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,55-64,39,134622,28.970004902616214
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,65-74,22,60209,36.539387799166235
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2018,75+,8,19942,40.116337378397354
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,0-4,457,144133,317.06826334010947
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,5-9,509,142191,357.96921042822686
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,10-14,519,138716,374.14573661293576
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,15-19,501,140352,356.9596443228454
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,20-44,1424,753851,188.8967448474566
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,45-54,240,221637,108.28516899254186
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,55-64,147,140818,104.39006377025665
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,65-74,62,63567,97.5348844526248
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2019,75+,13,21136,61.50643451930356
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,0-4,245,143801,170.3743367570462
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,5-9,213,143250,148.6910994764398
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,10-14,269,140956,190.83969465648855
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,15-19,243,139685,173.96284497261695
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,20-44,771,746771,103.24450199592646
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,45-54,135,228247,59.14645099387944
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,55-64,85,147015,57.81722953440126
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,65-74,33,66926,49.308191136479095
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2020,75+,11,22330,49.26108374384236
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,0-4,186,143469,129.64473161449513
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,5-9,150,144308,103.94434127006126
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,10-14,212,143196,148.0488281795581
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,15-19,146,139018,105.02237120372901
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,20-44,457,739693,61.78238809884641
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,45-54,90,234857,38.321191192938684
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,55-64,62,153212,40.46680416677545
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,65-74,27,70284,38.41557111149053
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2021,75+,9,23524,38.258799523890495
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,0-4,402,143138,280.84785312076457
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,5-9,677,145367,465.71780390322425
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,10-14,790,145437,543.1905223567593
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,15-19,595,138351,430.0655578926065
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,20-44,1686,732611,230.1357746471183
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,45-54,295,241467,122.16990313376157
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,55-64,146,159408,91.58887885175149
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,65-74,66,73643,89.62155262550412
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2022,75+,19,24718,76.86706044178331
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,0-4,269,142806,188.367435541924
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,5-9,315,146425,215.12719822434696
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,10-14,364,147677,246.48388036051654
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,15-19,301,137684,218.61654222712878
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,20-44,870,725533,119.91184412011584
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,45-54,169,248078,68.1237352768081
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,55-64,111,165606,67.02655700880403
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,65-74,58,77001,75.32369709484291
31,3175,DKI JAKARTA,KOTA JAKARTA UTARA,2023,75+,19,25911,73.32793022268534
